# BJD-2454000 Mag Magerr KcMag KcMagerr
2048.6875747414306 12.1463127136230 4.3786727474071e-04 12.1649856567383 4.8332556616515e-04
2048.6882559717633 12.1458759307861 4.3769495096058e-04 12.1645135879517 4.8305292148143e-04
2048.6889371019788 12.1462736129761 4.3785959132947e-04 12.1649417877197 4.8318089102395e-04
2048.6896182321943 12.1459617614746 4.3773866491392e-04 12.1646051406860 4.8296927707270e-04
2048.6902993624099 12.1461105346680 4.3780307169072e-04 12.1647644042969 4.8297800822183e-04
2048.6909805927426 12.1459808349609 4.3775627273135e-04 12.1646242141724 4.8285431694239e-04
2048.6916617229581 12.1460208892822 4.3777734390460e-04 12.1646661758423 4.8281138879247e-04
2048.6923428531736 12.1463079452515 4.3789844494313e-04 12.1649751663208 4.8288720427081e-04
2048.6930240835063 12.1463937759399 4.3793895747513e-04 12.1650667190552 4.8286726814695e-04
2048.6937051140703 12.1462230682373 4.3787626782432e-04 12.1648817062378 4.8272451385856e-04
2048.6943862442859 12.1467800140381 4.3810700299218e-04 12.1654815673828 4.8293048166670e-04
2048.6950674746186 12.1459903717041 4.3779538827948e-04 12.1646308898926 4.8249191604555e-04
2048.6957486048341 12.1464357376099 4.3798133265227e-04 12.1651096343994 4.8264456563629e-04
2048.6964297350496 12.1467189788818 4.3810263741761e-04 12.1654138565063 4.8272014828399e-04
2048.6971109653823 12.1455936431885 4.3765618465841e-04 12.1641998291016 4.8212162801065e-04
2048.6977920955978 12.1464567184448 4.3801174615510e-04 12.1651296615601 4.8247558879666e-04
2048.6984732258134 12.1462945938110 4.3795403325930e-04 12.1649551391602 4.8233912093565e-04
2048.6991542559117 12.1463851928711 4.3799856211990e-04 12.1650514602661 4.8232439439744e-04
2048.6998354862444 12.1461009979248 4.3789183837362e-04 12.1647424697876 4.8213079571724e-04
2048.7005166164599 12.1466951370239 4.3814047239721e-04 12.1653842926025 4.8235978465527e-04
2048.7011978467926 12.1469221115112 4.3824053136632e-04 12.1656265258789 4.8241339391097e-04
2048.7018789770082 12.1460599899292 4.3790196650662e-04 12.1646986007690 4.8194787814282e-04
2048.7025601076894 12.1469612121582 4.3827469926327e-04 12.1656684875488 4.8232747940347e-04
2048.7032413375564 12.1464834213257 4.3809102498926e-04 12.1651515960693 4.8204866470769e-04
2048.7039224682376 12.1459159851074 4.3789079063572e-04 12.1645393371582 4.8174933181144e-04
2048.7046034983359 12.1463832855225 4.3810839997604e-04 12.1650428771973 4.8194735427387e-04
2048.7052847286686 12.1462516784668 4.3808470945805e-04 12.1649007797241 4.8186135245487e-04
