# BJD-2454000 Mag Magerr KcMag KcMagerr
1372.4610753422603 12.3922176361084 5.1790993893519e-04 12.3380575180054 5.4929225007072e-04
1372.4617564645596 12.3928375244141 5.1828910363838e-04 12.3386974334717 5.4970604833215e-04
1372.4624375863932 12.3916273117065 5.1779492059723e-04 12.3374528884888 5.4916535736993e-04
1372.4631188083440 12.3913297653198 5.1773682935163e-04 12.3371477127075 5.4910016478971e-04
1372.4637999301776 12.3912467956543 5.1778188208118e-04 12.3370647430420 5.4914702195674e-04
1372.4644811521284 12.3918352127075 5.1814661128446e-04 12.3376712799072 5.4954242659733e-04
1372.4651622744277 12.3913497924805 5.1800033543259e-04 12.3371725082397 5.4937903769314e-04
1372.4658432961442 12.3926382064819 5.1870086463168e-04 12.3385019302368 5.5014004465193e-04
1372.4665244184434 12.3914365768433 5.1821256056428e-04 12.3372659683228 5.4960197303444e-04
1372.4672056403942 12.3919754028320 5.1855598576367e-04 12.3378219604492 5.4997199913487e-04
1372.4678867622279 12.3915576934814 5.1844253903255e-04 12.3373928070068 5.4984271991998e-04
1372.4685678840615 12.3918504714966 5.1866937428713e-04 12.3376970291138 5.5008439812809e-04
1372.4692491064779 12.3919401168823 5.1879894454032e-04 12.3377904891968 5.5021978914738e-04
1372.4699302283116 12.3916969299316 5.1877048099414e-04 12.3375425338745 5.5018201237544e-04
1372.4706113501452 12.3919353485107 5.1897182129323e-04 12.3377895355225 5.5039516882971e-04
1372.4712925720960 12.3921689987183 5.1917164819315e-04 12.3380308151245 5.5060622980818e-04
1372.4719735942781 12.3918876647949 5.1912607159466e-04 12.3377447128296 5.5054906988516e-04
1372.4726547161117 12.3919372558594 5.1923858700320e-04 12.3377971649170 5.5066432105377e-04
1372.4733359380625 12.3921356201172 5.1942234858871e-04 12.3380022048950 5.5085739586502e-04
1372.4740170603618 12.3922767639160 5.1938777323812e-04 12.3381519317627 5.5083091137931e-04
1372.4746981821954 12.3917655944824 5.1904091378674e-04 12.3376255035400 5.5046309717000e-04
1372.4753794041462 12.3919162750244 5.1901076221839e-04 12.3377819061279 5.5044115288183e-04
1372.4760605259798 12.3924093246460 5.1914528012276e-04 12.3382921218872 5.5059901205823e-04
1372.4767416482791 12.3922386169434 5.1896268269047e-04 12.3381195068359 5.5041065206751e-04
1372.4774226699956 12.3932342529297 5.1933724898845e-04 12.3391447067261 5.5083085317165e-04
1372.4781038919464 12.3920793533325 5.1868468290195e-04 12.3379573822021 5.5012915981933e-04
1372.4787850142457 12.3921394348145 5.1861302927136e-04 12.3380203247070 5.5006216280162e-04
1372.4794661360793 12.3917160034180 5.1831087330356e-04 12.3375864028931 5.4974347585812e-04
1372.4801473580301 12.3923950195312 5.1853578770533e-04 12.3382873535156 5.5000069551170e-04
1372.4808284798637 12.3904523849487 5.1750999409705e-04 12.3362884521484 5.4889183957130e-04
1372.4815096021630 12.3919086456299 5.1810604054481e-04 12.3377904891968 5.4955470841378e-04
1372.4821908241138 12.3924360275269 5.1825912669301e-04 12.3383350372314 5.4973404621705e-04
1372.4828718462959 12.3922901153564 5.1809131400660e-04 12.3381862640381 5.4956314852461e-04
1372.4835529681295 12.3915653228760 5.1764800446108e-04 12.3374404907227 5.4909143364057e-04
1372.4842341900803 12.3916177749634 5.1757565233856e-04 12.3374967575073 5.4902542615309e-04
1372.4849153119139 12.3920059204102 5.1766348769888e-04 12.3378973007202 5.4913468193263e-04
1372.4855964337476 12.3917846679688 5.1746127428487e-04 12.3376712799072 5.4892728803679e-04
1372.4862776561640 12.3921794891357 5.1755306776613e-04 12.3380784988403 5.4904149146751e-04
1372.4869587779976 12.3924188613892 5.1757151959464e-04 12.3383274078369 5.4907624144107e-04
1372.4876399999484 12.3920269012451 5.1728892140090e-04 12.3379249572754 5.4878223454580e-04
1372.4883209220134 12.3919658660889 5.1716447342187e-04 12.3378629684448 5.4866151185706e-04
1372.4890021439642 12.3918304443359 5.1700539188460e-04 12.3377246856689 5.4850341985002e-04
1372.4896832657978 12.3917894363403 5.1689142128453e-04 12.3376846313477 5.4839509539306e-04
1372.4903644877486 12.3907194137573 5.1657878793776e-04 12.3365821838379 5.4804130923003e-04
1372.4910456100479 12.3924884796143 5.1761826034635e-04 12.3384056091309 5.4916541557759e-04
1372.4917268319987 12.3917026519775 5.1743607036769e-04 12.3375968933105 5.4895586799830e-04
1372.4924079538323 12.3918724060059 5.1770370919257e-04 12.3377723693848 5.4923893185332e-04
1372.4930890756659 12.3927021026611 5.1828619325534e-04 12.3386268615723 5.4986664326862e-04
1372.4937702976167 12.3907833099365 5.1755859749392e-04 12.3366527557373 5.4906326113269e-04
1372.4944513197988 12.3920030593872 5.1832792814821e-04 12.3379096984863 5.4989580530673e-04
1372.4951324416324 12.3920946121216 5.1855976926163e-04 12.3380050659180 5.5014167446643e-04
1372.4958135639317 12.3916168212891 5.1852007163689e-04 12.3375139236450 5.5009115021676e-04
1372.4964947858825 12.3918304443359 5.1881046965718e-04 12.3377342224121 5.5040174629539e-04
1372.4971759077162 12.3912105560303 5.1870307652280e-04 12.3370962142944 5.5027782218531e-04
1372.4978570295498 12.3914108276367 5.1898771198466e-04 12.3373031616211 5.5058265570551e-04
1372.4985382515006 12.3917264938354 5.1932863425463e-04 12.3376293182373 5.5094901472330e-04
1372.4992193737999 12.3922357559204 5.1976146642119e-04 12.3381538391113 5.5141613120213e-04
1372.4999003955163 12.3921880722046 5.1992892986163e-04 12.3381052017212 5.5159337352961e-04
1372.5005816174671 12.3913764953613 5.1973061636090e-04 12.3372688293457 5.5137102026492e-04
1372.5012627397664 12.3911485671997 5.1981199067086e-04 12.3370342254639 5.5145425722003e-04
1372.5019438616000 12.3920650482178 5.2044237963855e-04 12.3379812240601 5.5213761515915e-04
1372.5026249834336 12.3903369903564 5.1980518037453e-04 12.3361997604370 5.5143574718386e-04
1372.5033062053844 12.3917903900146 5.2069348748773e-04 12.3376979827881 5.5240059737116e-04
1372.5039873272181 12.3917798995972 5.2088021766394e-04 12.3376884460449 5.5259885266423e-04
1372.5046684495173 12.3918476104736 5.2110507385805e-04 12.3377590179443 5.5283843539655e-04
1372.5053495713510 12.3916349411011 5.2119517931715e-04 12.3375415802002 5.5293075274676e-04
1372.5060306936502 12.3913698196411 5.2126101218164e-04 12.3372688293457 5.5299617815763e-04
1372.5067118154839 12.3921051025391 5.2144553046674e-04 12.3380279541016 5.5322685511783e-04
1372.5073930374347 12.3913831710815 5.2093062549829e-04 12.3372840881348 5.5269303265959e-04
1372.5080741592683 12.3916177749634 5.2087532822043e-04 12.3375263214111 5.5266096023843e-04
1372.5087552811019 12.3923358917236 5.2105187205598e-04 12.3382663726807 5.5288180010393e-04
1372.5094365035184 12.3916168212891 5.2054016850889e-04 12.3375282287598 5.5235007312149e-04
1372.5101176253520 12.3920135498047 5.2056356798857e-04 12.3379364013672 5.5240257643163e-04
1372.5107986470684 12.3917970657349 5.2029296057299e-04 12.3377151489258 5.5213313316926e-04
